지점,지점명,일시,기온(°C)
108,서울,21-1-8 10:28,-15.7
108,서울,21-1-8 10:29,-15.7
108,서울,21-1-8 10:30,-15.7
108,서울,21-1-8 10:31,-15.6
108,서울,21-1-8 10:32,-15.6
108,서울,21-1-8 10:33,-15.6
108,서울,21-1-8 10:34,-15.6
108,서울,21-1-8 10:35,-15.5
108,서울,21-1-8 10:36,-15.5
108,서울,21-1-8 10:37,-15.4
108,서울,21-1-8 10:38,-15.4
108,서울,21-1-8 10:39,-15.3
108,서울,21-1-8 10:40,-15.2
108,서울,21-1-8 10:41,-15.2
108,서울,21-1-8 10:42,-15.2
108,서울,21-1-8 10:43,-15.1
108,서울,21-1-8 10:44,-15
108,서울,21-1-8 10:45,-15
108,서울,21-1-8 10:46,-15
108,서울,21-1-8 10:47,-15.1
108,서울,21-1-8 10:48,-15.1
108,서울,21-1-8 10:49,-15
108,서울,21-1-8 10:50,-15
108,서울,21-1-8 10:51,-14.9
108,서울,21-1-8 10:52,-14.9
108,서울,21-1-8 10:53,-14.9
108,서울,21-1-8 10:54,-14.9
108,서울,21-1-8 10:55,-14.8
108,서울,21-1-8 10:56,-14.8
108,서울,21-1-8 10:57,-14.8
108,서울,21-1-8 10:58,-14.7
108,서울,21-1-8 10:59,-14.6
108,서울,21-1-8 11:00,-14.5
108,서울,21-1-8 11:01,-14.4
108,서울,21-1-8 11:02,-14.4
108,서울,21-1-8 11:03,-14.4
108,서울,21-1-8 11:04,-14.4
108,서울,21-1-8 11:05,-14.4
108,서울,21-1-8 11:06,-14.4
108,서울,21-1-8 11:07,-14.4
108,서울,21-1-8 11:08,-14.5
108,서울,21-1-8 11:09,-14.4
108,서울,21-1-8 11:10,-14.4
108,서울,21-1-8 11:11,-14.4
108,서울,21-1-8 11:12,-14.3
108,서울,21-1-8 11:13,-14.3
108,서울,21-1-8 11:14,-14.3
108,서울,21-1-8 11:15,-14.2
108,서울,21-1-8 11:16,-14.2
108,서울,21-1-8 11:17,-14.2
108,서울,21-1-8 11:18,-14.2
108,서울,21-1-8 11:19,-14.1
108,서울,21-1-8 11:20,-14
108,서울,21-1-8 11:21,-13.8
108,서울,21-1-8 11:22,-13.7
108,서울,21-1-8 11:23,-13.6
108,서울,21-1-8 11:24,-13.5
108,서울,21-1-8 11:25,-13.5
108,서울,21-1-8 11:26,-13.4
108,서울,21-1-8 11:27,-13.4
108,서울,21-1-8 11:28,
108,서울,21-1-8 11:29,
108,서울,21-1-8 11:30,
108,서울,21-1-8 11:31,
108,서울,21-1-8 11:32,
108,서울,21-1-8 11:33,
108,서울,21-1-8 11:34,
108,서울,21-1-8 11:35,
108,서울,21-1-8 11:36,
108,서울,21-1-8 11:37,
108,서울,21-1-8 11:38,
108,서울,21-1-8 11:39,
108,서울,21-1-8 11:40,
108,서울,21-1-8 11:41,
108,서울,21-1-8 11:42,
108,서울,21-1-8 11:43,
108,서울,21-1-8 11:44,
108,서울,21-1-8 11:45,
