지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
108,서울,2021-11-20,140
108,서울,2021-11-23,23
108,서울,2021-11-24,25
108,서울,2021-11-25,40
108,서울,2021-11-26,25
108,서울,2021-11-27,41
108,서울,2021-11-28,59
108,서울,2021-11-29,66
108,서울,2021-11-30,31
108,서울,2021-12-01,19
108,서울,2021-12-02,25
108,서울,2021-12-03,22
108,서울,2021-12-04,22
108,서울,2021-12-05,40
108,서울,2021-12-06,49
108,서울,2021-12-07,50
108,서울,2021-12-08,41
108,서울,2021-12-09,37
108,서울,2021-12-10,33
108,서울,2021-12-11,69
108,서울,2021-12-12,42
108,서울,2021-12-13,20
108,서울,2021-12-14,36
108,서울,2021-12-15,81
108,서울,2021-12-16,85
108,서울,2021-12-17,33
108,서울,2021-12-18,26
108,서울,2021-12-19,28
108,서울,2021-12-20,52
108,서울,2021-12-21,59
108,서울,2021-12-22,34
108,서울,2021-12-23,43
108,서울,2021-12-24,54
108,서울,2021-12-25,26
108,서울,2021-12-26,19
108,서울,2021-12-27,33
108,서울,2021-12-28,60
108,서울,2021-12-29,70
108,서울,2021-12-30,30
108,서울,2021-12-31,21
108,서울,2022-01-01,34
108,서울,2022-01-02,42
108,서울,2022-01-03,28
108,서울,2022-01-04,37
108,서울,2022-01-05,52
108,서울,2022-01-06,59
108,서울,2022-01-07,65
108,서울,2022-01-08,70
108,서울,2022-01-09,129
108,서울,2022-01-10,97
108,서울,2022-01-11,33
108,서울,2022-01-12,27
108,서울,2022-01-13,29
108,서울,2022-01-14,32
108,서울,2022-01-15,52
108,서울,2022-01-16,46
108,서울,2022-01-17,30
108,서울,2022-01-18,38
108,서울,2022-01-19,56
108,서울,2022-01-20,46
108,서울,2022-01-21,44
108,서울,2022-01-22,68
108,서울,2022-01-23,79
108,서울,2022-01-24,24
108,서울,2022-01-25,37
108,서울,2022-01-26,66
108,서울,2022-01-27,64
108,서울,2022-01-28,34
108,서울,2022-01-29,32
108,서울,2022-01-30,36
108,서울,2022-01-31,41
108,서울,2022-02-01,52
108,서울,2022-02-02,35
108,서울,2022-02-03,28
108,서울,2022-02-04,25
108,서울,2022-02-05,25
108,서울,2022-02-06,23
108,서울,2022-02-07,30
108,서울,2022-02-08,33
108,서울,2022-02-09,44
108,서울,2022-02-10,55
108,서울,2022-02-11,104
108,서울,2022-02-12,97
108,서울,2022-02-13,60
108,서울,2022-02-14,50
108,서울,2022-02-16,32
108,서울,2022-02-17,34
108,서울,2022-02-18,51
108,서울,2022-02-19,48
108,서울,2022-02-20,36
108,서울,2022-02-21,33
108,서울,2022-02-22,34
108,서울,2022-02-23,30
108,서울,2022-02-24,33
108,서울,2022-02-25,69
108,서울,2022-02-26,61
108,서울,2022-02-27,52
108,서울,2022-02-28,46
108,서울,2022-03-01,34
108,서울,2022-03-02,30
108,서울,2022-03-03,48
108,서울,2022-03-04,88
108,서울,2022-03-05,111
108,서울,2022-03-06,49
108,서울,2022-03-08,58
108,서울,2022-03-09,63
108,서울,2022-03-10,65
108,서울,2022-03-11,70
108,서울,2022-03-12,67
108,서울,2022-03-13,15
108,서울,2022-03-15,43
108,서울,2022-03-16,65
108,서울,2022-03-17,59
108,서울,2022-03-20,25
108,서울,2022-03-21,32
108,서울,2022-03-22,39
108,서울,2022-03-23,33
108,서울,2022-03-24,45
108,서울,2022-03-25,64
108,서울,2022-03-27,35
108,서울,2022-03-28,39
108,서울,2022-03-29,40
108,서울,2022-03-30,36
108,서울,2022-03-31,24
108,서울,2022-04-02,34
108,서울,2022-04-03,45
108,서울,2022-04-04,50
108,서울,2022-04-05,41
108,서울,2022-04-06,50
108,서울,2022-04-07,40
108,서울,2022-04-08,54
108,서울,2022-04-09,58
108,서울,2022-04-10,51
108,서울,2022-04-11,36
108,서울,2022-04-12,27
108,서울,2022-04-13,13
108,서울,2022-04-14,14
108,서울,2022-04-16,39
108,서울,2022-04-17,47
108,서울,2022-04-18,50
108,서울,2022-04-19,60
108,서울,2022-04-20,59
108,서울,2022-04-21,43
108,서울,2022-04-22,52
108,서울,2022-04-23,53
108,서울,2022-04-24,50
108,서울,2022-04-25,44
108,서울,2022-04-26,47
108,서울,2022-04-27,169
108,서울,2022-04-28,77
108,서울,2022-04-30,25
108,서울,2022-05-01,48
108,서울,2022-05-02,45
108,서울,2022-05-03,40
108,서울,2022-05-04,42
108,서울,2022-05-05,34
108,서울,2022-05-06,38
108,서울,2022-05-07,31
108,서울,2022-05-08,20
108,서울,2022-05-09,20
108,서울,2022-05-10,29
108,서울,2022-05-11,30
108,서울,2022-05-12,34
108,서울,2022-05-13,30
108,서울,2022-05-14,35
108,서울,2022-05-15,27
108,서울,2022-05-16,33
108,서울,2022-05-17,56
108,서울,2022-05-18,60
108,서울,2022-05-19,46
108,서울,2022-05-20,38
108,서울,2022-05-21,36
108,서울,2022-05-22,39
108,서울,2022-05-23,69
108,서울,2022-05-24,35
108,서울,2022-05-25,25
108,서울,2022-05-26,26
108,서울,2022-05-27,26
108,서울,2022-05-28,35
108,서울,2022-05-29,31
108,서울,2022-05-30,28
108,서울,2022-05-31,28
108,서울,2022-06-01,26
108,서울,2022-06-02,29
108,서울,2022-06-03,41
108,서울,2022-06-04,38
108,서울,2022-06-05,24
108,서울,2022-06-08,19
108,서울,2022-06-09,24
108,서울,2022-06-10,27
108,서울,2022-06-11,28
108,서울,2022-06-12,25
108,서울,2022-06-13,27
108,서울,2022-06-14,13
108,서울,2022-06-15,14
108,서울,2022-06-16,18
108,서울,2022-06-17,25
108,서울,2022-06-18,21
108,서울,2022-06-19,26
108,서울,2022-06-20,25
108,서울,2022-06-21,29
108,서울,2022-06-22,28
108,서울,2022-06-23,27
108,서울,2022-06-25,47
108,서울,2022-06-26,23
108,서울,2022-06-27,12
108,서울,2022-06-28,18
108,서울,2022-06-29,14
108,서울,2022-07-01,20
108,서울,2022-07-02,29
108,서울,2022-07-03,36
108,서울,2022-07-04,38
108,서울,2022-07-05,34
108,서울,2022-07-06,32
108,서울,2022-07-07,22
108,서울,2022-07-08,22
108,서울,2022-07-09,23
108,서울,2022-07-10,41
108,서울,2022-07-11,26
108,서울,2022-07-12,14
108,서울,2022-07-13,16
108,서울,2022-07-14,14
108,서울,2022-07-15,25
108,서울,2022-07-16,27
108,서울,2022-07-17,26
108,서울,2022-07-18,26
108,서울,2022-07-19,34
108,서울,2022-07-20,31
108,서울,2022-07-21,13
108,서울,2022-07-22,29
108,서울,2022-07-23,33
108,서울,2022-07-24,18
108,서울,2022-07-25,24
108,서울,2022-07-26,33
108,서울,2022-07-27,38
108,서울,2022-07-28,28
108,서울,2022-07-29,25
108,서울,2022-07-30,23
108,서울,2022-07-31,13
108,서울,2022-08-01,21
108,서울,2022-08-03,26
108,서울,2022-08-04,21
108,서울,2022-08-05,18
108,서울,2022-08-06,33
108,서울,2022-08-07,26
108,서울,2022-08-10,20
108,서울,2022-08-11,15
108,서울,2022-08-12,27
108,서울,2022-08-13,28
108,서울,2022-08-14,23
108,서울,2022-08-15,24
108,서울,2022-08-16,24
108,서울,2022-08-17,24
108,서울,2022-08-18,23
108,서울,2022-08-19,26
108,서울,2022-08-20,25
108,서울,2022-08-21,27
108,서울,2022-08-22,24
108,서울,2022-08-23,18
108,서울,2022-08-24,18
108,서울,2022-08-25,19
108,서울,2022-08-26,33
108,서울,2022-08-27,20
108,서울,2022-08-28,18
108,서울,2022-08-29,13
108,서울,2022-08-30,8
108,서울,2022-08-31,11
108,서울,2022-09-01,19
108,서울,2022-09-02,18
108,서울,2022-09-03,13
108,서울,2022-09-04,12
108,서울,2022-09-07,31
108,서울,2022-09-08,30
108,서울,2022-09-09,22
108,서울,2022-09-10,14
108,서울,2022-09-11,20
108,서울,2022-09-12,22
108,서울,2022-09-13,19
108,서울,2022-09-14,19
108,서울,2022-09-15,21
108,서울,2022-09-16,24
108,서울,2022-09-17,21
108,서울,2022-09-18,22
108,서울,2022-09-19,16
108,서울,2022-09-20,26
108,서울,2022-09-21,30
108,서울,2022-09-22,31
108,서울,2022-09-23,26
108,서울,2022-09-24,20
108,서울,2022-09-25,24
108,서울,2022-09-26,27
108,서울,2022-09-27,27
108,서울,2022-09-28,36
108,서울,2022-09-29,52
108,서울,2022-09-30,50
108,서울,2022-10-01,48
108,서울,2022-10-02,31
108,서울,2022-10-03,14
108,서울,2022-10-04,17
108,서울,2022-10-05,19
108,서울,2022-10-07,15
108,서울,2022-10-09,10
108,서울,2022-10-11,24
108,서울,2022-10-12,25
108,서울,2022-10-13,24
108,서울,2022-10-14,28
108,서울,2022-10-15,34
108,서울,2022-10-16,38
108,서울,2022-10-17,30
108,서울,2022-10-18,25
108,서울,2022-10-19,28
108,서울,2022-10-20,39
108,서울,2022-10-21,50
108,서울,2022-10-22,35
108,서울,2022-10-23,37
108,서울,2022-10-24,28
108,서울,2022-10-27,32
108,서울,2022-10-28,43
108,서울,2022-10-29,26
108,서울,2022-10-30,26
108,서울,2022-10-31,27
108,서울,2022-11-01,42
108,서울,2022-11-02,33
108,서울,2022-11-03,28
108,서울,2022-11-04,27
108,서울,2022-11-05,34
108,서울,2022-11-06,29
108,서울,2022-11-07,36
108,서울,2022-11-08,41
108,서울,2022-11-09,65
108,서울,2022-11-10,69
108,서울,2022-11-11,53
108,서울,2022-11-12,45
108,서울,2022-11-13,17
108,서울,2022-11-14,23
108,서울,2022-11-15,31
108,서울,2022-11-16,27
108,서울,2022-11-17,38
108,서울,2022-11-18,38
108,서울,2022-11-19,31
108,서울,2022-11-20,29
108,서울,2022-11-21,36
108,서울,2022-11-22,53
108,서울,2022-11-23,37
108,서울,2022-11-24,49
108,서울,2022-11-25,52
108,서울,2022-11-26,64
108,서울,2022-11-27,22
108,서울,2022-11-28,30
108,서울,2022-11-29,17
108,서울,2022-11-30,24
108,서울,2022-12-01,25
108,서울,2022-12-02,23
108,서울,2022-12-03,36
108,서울,2022-12-04,16
108,서울,2022-12-05,22
108,서울,2022-12-06,30
108,서울,2022-12-07,37
108,서울,2022-12-08,31
108,서울,2022-12-09,39
108,서울,2022-12-10,37
108,서울,2022-12-11,43
108,서울,2022-12-12,32
108,서울,2022-12-13,247
108,서울,2022-12-14,59
108,서울,2022-12-15,34
108,서울,2022-12-16,31
108,서울,2022-12-17,25
108,서울,2022-12-18,23
108,서울,2022-12-19,23
108,서울,2022-12-20,33
108,서울,2022-12-21,39
108,서울,2022-12-22,30
108,서울,2022-12-23,22
108,서울,2022-12-24,30
108,서울,2022-12-25,41
108,서울,2022-12-26,46
108,서울,2022-12-27,46
108,서울,2022-12-28,35
108,서울,2022-12-29,30
108,서울,2022-12-30,34
108,서울,2022-12-31,48
